family_size,residential_area,person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,cb_person_cred_hist_average_value
3,2,22,73000,RENT,1,HEALTHANDBEAUTY,C,1800,18.9,0,0.02,N,3,166285.27
9,1,22,72000,RENT,3,ELECTRONICS,C,7500,18.9,0,0.1,N,3,79395.754
4,5,22,57860,MORTGAGE,1,ELECTRONICS,C,20000,18.9,0,0.35,N,3,142200.08
1,1,24,375000,MORTGAGE,9,FURNITURE,C,20000,18.9,0,0.05,N,3,71535.928
7,5,31,40000,RENT,2,HEALTHANDBEAUTY,C,10000,18.9,0,0.25,N,5,49129.625
1,1,31,78504,RENT,2,ELECTRONICS,C,10000,18.9,0,0.13,Y,8,118399.492
1,5,31,78504,RENT,2,ELECTRONICS,C,10000,18.9,0,0.13,N,7,5920.038
6,1,24,92000,RENT,8,MEDICAL,B,24500,18.9,0,0.27,N,4,199786.286
6,1,24,28596,RENT,5,ELECTRONICS,B,1500,18.9,0,0.05,N,4,60347.676
9,5,23,20800,RENT,0,FURNITURE,B,3000,18.9,0,0.14,N,4,93392.785
3,5,23,100000,RENT,0,PERSONAL,B,10000,18.9,0,0.1,N,2,10920.363
1,1,21,50252,RENT,4,FURNITURE,B,5000,18.9,0,0.1,N,2,91047.309
7,3,22,29000,RENT,4,HEALTHANDBEAUTY,B,6000,18.9,0,0.21,N,3,106432.662
9,1,22,48000,OWN,4,PERSONAL,B,2400,18.9,0,0.05,N,3,42726.443
8,3,25,19200,RENT,3,FURNITURE,B,6150,18.9,1,0.32,N,3,177786.635
2,2,21,44004,RENT,2,HOMEIMPROVEMENT,B,7000,18.9,1,0.16,N,2,114756.555
1,4,26,63000,MORTGAGE,6,HOMEIMPROVEMENT,B,24000,18.9,0,0.38,N,4,102374.247
8,4,24,36000,RENT,2,FURNITURE,B,10000,18.9,0,0.28,N,4,160340.481
1,5,24,70000,MORTGAGE,1,HEALTHANDBEAUTY,B,15000,18.9,0,0.21,N,2,80740.365
2,5,25,54000,RENT,2,PERSONAL,B,10000,18.9,0,0.19,N,4,164894.675
5,3,22,82000,MORTGAGE,3,PERSONAL,B,8300,18.9,0,0.1,N,3,66005.943
4,4,26,92000,MORTGAGE,0,FURNITURE,B,5600,18.9,0,0.06,N,3,41611.131
9,1,22,81996,MORTGAGE,6,PERSONAL,B,10000,18.9,1,0.12,N,3,57086.027
3,3,21,44004,RENT,2,ELECTRONICS,B,7000,18.9,1,0.16,N,2,149291.922
6,3,27,60000,RENT,11,FURNITURE,B,1800,18.9,0,0.03,N,8,178986.242
1,1,28,102000,RENT,12,FURNITURE,B,15000,18.9,0,0.15,N,7,79198.388
9,5,29,31200,RENT,2,PERSONAL,B,6000,18.9,1,0.19,N,10,106338.54
5,5,28,240000,RENT,2,MEDICAL,B,6000,18.9,0,0.03,N,6,171656.206
9,1,27,62900,MORTGAGE,1,MEDICAL,B,8000,18.9,1,0.11,N,8,128482.297
9,2,27,74000,MORTGAGE,3,PERSONAL,B,25000,18.9,1,0.34,N,5,135231.598
2,3,27,60000,RENT,11,ELECTRONICS,B,1800,18.9,0,0.03,N,8,147706.861
4,3,26,277104,RENT,0,HEALTHANDBEAUTY,B,20000,18.9,0,0.07,N,3,124535.929
9,4,25,200000,MORTGAGE,0,ELECTRONICS,B,12000,18.9,0,0.06,N,3,166456.392
3,4,24,180000,OWN,8,ELECTRONICS,B,21000,18.9,0,0.12,N,3,81439.757
8,3,25,77650,RENT,8,PERSONAL,B,22000,18.9,1,0.28,N,3,164503.737
2,1,25,50950,RENT,5,HOMEIMPROVEMENT,B,20000,18.9,1,0.39,N,3,147625.893
2,4,25,62400,RENT,7,HEALTHANDBEAUTY,B,20000,18.9,1,0.32,N,2,70520.503
3,5,26,116000,RENT,10,MEDICAL,B,19800,18.9,0,0.17,N,4,175673.05
4,3,24,175000,RENT,1,PERSONAL,B,19000,18.9,0,0.11,N,3,135417.082
8,3,22,96000,RENT,6,PERSONAL,B,17000,18.9,0,0.18,N,2,29638.57
4,4,23,25200,OWN,3,ELECTRONICS,B,1000,18.9,0,0.04,N,4,80898.021
9,4,22,25200,MORTGAGE,0,MEDICAL,B,1000,18.9,1,0.04,N,3,108806.653
4,5,25,33000,RENT,5,HEALTHANDBEAUTY,B,1500,18.9,0,0.05,N,4,101814.139
5,3,23,45000,RENT,0,HEALTHANDBEAUTY,B,2100,18.9,0,0.05,N,4,155463.522
9,5,22,30000,MORTGAGE,0,HEALTHANDBEAUTY,B,5000,18.9,0,0.17,N,4,163340.596
6,5,22,32995,RENT,3,FURNITURE,B,2400,18.9,0,0.07,N,4,82846.892
1,2,23,34000,MORTGAGE,7,FURNITURE,B,19000,18.9,0,0.56,N,4,92649.661
1,2,25,34980,MORTGAGE,1,HEALTHANDBEAUTY,B,6000,18.9,0,0.17,N,2,57064.768
7,3,22,35000,MORTGAGE,6,ELECTRONICS,B,3500,18.9,0,0.1,N,4,154478.093
1,1,26,58000,RENT,9,PERSONAL,B,10500,18.9,0,0.18,N,2,88926.389
9,3,22,40000,OWN,0,ELECTRONICS,B,6000,18.9,0,0.15,N,4,89424.598
2,4,23,40000,MORTGAGE,1,ELECTRONICS,B,4000,18.9,0,0.1,N,3,187507.506
9,5,21,41200,OWN,3,PERSONAL,B,8000,18.9,0,0.19,N,3,35909.739
9,3,24,24148,RENT,1,ELECTRONICS,B,9975,18.9,1,0.41,N,4,38707.794
1,2,22,60000,RENT,6,HEALTHANDBEAUTY,B,9975,18.9,0,0.17,N,4,123991.595
9,3,26,42000,MORTGAGE,0,HEALTHANDBEAUTY,B,4500,18.9,0,0.11,N,3,128836.751
2,1,25,43200,OWN,9,HEALTHANDBEAUTY,B,13800,18.9,0,0.32,N,2,37550.81
2,4,22,59317,RENT,5,HEALTHANDBEAUTY,B,5000,18.9,0,0.08,N,4,79590.429
8,4,23,45000,MORTGAGE,5,ELECTRONICS,B,14500,18.9,0,0.32,N,2,31621.589
2,1,23,45000,MORTGAGE,4,ELECTRONICS,B,9925,18.9,0,0.22,N,2,185262.093
7,5,23,46000,OWN,6,ELECTRONICS,B,8000,18.9,0,0.17,N,4,133678.126
2,3,21,14400,RENT,4,MEDICAL,B,5500,18.9,1,0.38,N,3,38036.896
9,2,23,50000,RENT,5,PERSONAL,B,6000,18.9,0,0.12,N,3,110555.627
2,4,23,50000,RENT,1,FURNITURE,B,6000,18.9,1,0.12,N,4,190236.332
8,4,24,60000,RENT,0,HOMEIMPROVEMENT,B,6000,18.9,0,0.1,N,2,7107.583
9,4,22,50000,MORTGAGE,0,ELECTRONICS,B,20000,18.9,0,0.4,N,2,83352.773
5,1,23,75000,RENT,0,MEDICAL,B,6000,18.9,0,0.08,N,2,58355.959
2,3,22,57564,MORTGAGE,6,MEDICAL,B,21000,18.9,0,0.36,N,3,48859.467
4,3,23,52000,MORTGAGE,7,PERSONAL,B,5000,18.9,1,0.1,N,2,50194.944
3,2,24,36000,RENT,8,HEALTHANDBEAUTY,B,8000,18.9,0,0.22,N,4,169907.83
6,5,26,48701,RENT,3,MEDICAL,B,8000,18.9,0,0.16,N,4,45095.571
9,3,23,60000,MORTGAGE,7,HEALTHANDBEAUTY,B,2450,18.9,0,0.04,N,2,146431.676
5,4,23,24000,RENT,1,HEALTHANDBEAUTY,B,5000,18.9,0,0.21,N,4,187209.311
4,5,26,61000,MORTGAGE,5,HEALTHANDBEAUTY,B,19200,18.9,0,0.31,N,3,157078.512
2,2,24,25000,RENT,2,MEDICAL,B,9000,18.9,1,0.36,N,2,45134.854
8,1,22,45000,RENT,0,ELECTRONICS,B,9000,18.9,0,0.2,N,4,17643.081
6,3,23,65000,MORTGAGE,7,ELECTRONICS,B,6000,18.9,0,0.09,N,4,79487.776
1,3,25,65000,MORTGAGE,0,HOMEIMPROVEMENT,B,15000,18.9,0,0.23,N,4,30295.682
9,5,22,66000,MORTGAGE,4,ELECTRONICS,B,17500,18.9,0,0.27,N,3,178400.571
8,3,23,30000,RENT,3,PERSONAL,B,10000,18.9,1,0.33,N,4,111686.357
9,3,21,32400,RENT,1,ELECTRONICS,B,10000,18.9,1,0.31,N,2,18319.445
8,3,22,32647,RENT,7,HEALTHANDBEAUTY,B,10000,18.9,1,0.31,N,3,169257.961
7,2,21,36000,RENT,5,PERSONAL,B,10000,18.9,0,0.28,N,4,7434.268
9,2,23,44796,RENT,2,FURNITURE,B,10000,18.9,0,0.22,N,2,52828.684
3,5,24,46256,RENT,7,ELECTRONICS,B,10000,18.9,0,0.22,N,3,62197.16
4,2,23,57000,RENT,7,FURNITURE,B,10000,18.9,0,0.18,N,4,58882.054
2,3,23,74000,MORTGAGE,4,HEALTHANDBEAUTY,B,20000,18.9,0,0.27,N,4,145208.476
6,5,23,72858,RENT,7,FURNITURE,B,10000,18.9,0,0.14,N,3,17224.811
3,5,26,75000,MORTGAGE,4,FURNITURE,B,21000,18.9,0,0.28,N,4,39961.214
1,2,22,77000,MORTGAGE,5,ELECTRONICS,B,21000,18.9,0,0.27,N,3,1301.474
4,5,22,27300,RENT,1,MEDICAL,B,11000,18.9,1,0.4,N,4,90275.283
5,5,25,78000,MORTGAGE,9,HOMEIMPROVEMENT,B,14200,18.9,0,0.18,N,3,1534.609
8,2,25,79000,OWN,9,HEALTHANDBEAUTY,B,14500,18.9,0,0.18,N,3,78908.844
2,3,24,30000,RENT,0,PERSONAL,B,12000,18.9,1,0.4,N,3,131698.144
3,3,25,30000,RENT,0,HEALTHANDBEAUTY,B,12000,18.9,1,0.4,N,4,17081.712
9,4,25,80000,OWN,6,ELECTRONICS,B,25000,18.9,0,0.31,N,4,181122.211
9,3,25,80000,MORTGAGE,2,ELECTRONICS,B,22000,18.9,0,0.28,N,3,105156.913
5,3,22,80000,MORTGAGE,0,ELECTRONICS,B,15000,18.9,0,0.19,N,3,87728.44
5,5,22,84996,FAMILY,3,FURNITURE,B,15000,18.9,0,0.18,N,2,45347.36
7,4,25,90000,RENT,2,HOMEIMPROVEMENT,B,12000,18.9,0,0.13,N,3,65351.264
1,5,25,78000,MORTGAGE,4,FURNITURE,B,3000,18.9,1,0.04,N,3,114004.509
9,1,22,91200,OWN,6,PERSONAL,B,5000,18.9,0,0.05,N,2,149032.14
6,2,23,65000,RENT,0,ELECTRONICS,B,12500,18.9,0,0.19,N,4,70847.416
1,4,21,33009,OWN,5,HEALTHANDBEAUTY,B,12000,18.9,0,0.36,N,4,174633.666
2,1,25,75000,RENT,4,FURNITURE,B,13000,18.9,0,0.17,N,4,87429.357
9,1,25,100000,MORTGAGE,9,HOMEIMPROVEMENT,B,25000,18.9,0,0.25,N,3,198684.305
6,5,24,100000,MORTGAGE,8,FURNITURE,B,13000,18.9,0,0.13,N,4,42873.611
8,5,23,105000,MORTGAGE,3,MEDICAL,B,20000,18.9,0,0.19,N,2,95767.775
1,1,25,105000,MORTGAGE,0,ELECTRONICS,B,5000,18.9,0,0.05,N,2,90140.372
3,1,22,97000,MORTGAGE,4,FURNITURE,B,14000,18.9,1,0.14,N,2,140096.328
1,5,24,115000,MORTGAGE,8,ELECTRONICS,B,15000,18.9,0,0.13,N,3,67641.486
4,1,23,47000,RENT,3,HEALTHANDBEAUTY,B,15000,18.9,1,0.32,N,4,86590.413
7,3,21,48000,RENT,1,PERSONAL,B,15000,18.9,1,0.31,N,3,44292.715
9,5,23,56525,RENT,1,MEDICAL,B,15000,18.9,1,0.23,N,4,32669.285
3,2,24,48000,RENT,4,FURNITURE,B,15200,18.9,1,0.32,N,3,27873.183
6,4,22,36000,RENT,0,PERSONAL,B,15850,18.9,1,0.44,N,3,127697.774
4,5,25,78000,MORTGAGE,9,ELECTRONICS,B,14200,18.9,0,0.18,N,3,120265.361
2,2,26,42000,MORTGAGE,0,ELECTRONICS,B,4500,18.9,0,0.11,N,3,98122.173
9,1,22,45000,RENT,0,HEALTHANDBEAUTY,B,9000,18.9,0,0.2,N,4,199716.271
4,4,22,77000,MORTGAGE,5,ELECTRONICS,B,21000,18.9,0,0.27,N,3,91041.623
2,5,22,57564,MORTGAGE,6,FURNITURE,B,21000,18.9,0,0.36,N,3,43941.046
2,4,21,33009,OWN,5,HEALTHANDBEAUTY,B,12000,18.9,0,0.36,N,4,60732.289
6,4,22,54000,RENT,6,ELECTRONICS,B,9975,18.9,1,0.18,N,4,151226.599
7,4,25,43200,OWN,9,HEALTHANDBEAUTY,B,13800,18.9,0,0.32,N,2,123270.926
1,5,23,75000,RENT,0,HEALTHANDBEAUTY,B,6000,18.9,0,0.08,N,2,74642.023
1,1,29,66000,RENT,4,ELECTRONICS,B,25000,18.9,1,0.38,N,10,136785.59
8,2,30,200000,MORTGAGE,0,MEDICAL,B,24250,18.9,0,0.12,N,8,187419.292
8,2,30,200000,MORTGAGE,5,PERSONAL,B,20000,18.9,0,0.1,N,7,48210.522
6,4,30,190000,RENT,3,FURNITURE,B,15000,18.9,0,0.08,N,8,124627.169
7,3,30,180000,MORTGAGE,14,FURNITURE,B,20000,18.9,0,0.11,N,8,167898.66
4,4,27,70000,RENT,4,ELECTRONICS,B,20000,18.9,0,0.29,N,9,180827.434
3,4,28,71874,RENT,6,FURNITURE,B,20000,18.9,0,0.28,N,6,94222.759
1,3,28,78000,RENT,5,HOMEIMPROVEMENT,B,20000,18.9,0,0.26,N,5,92531.919
9,5,27,22896,OWN,1,MEDICAL,B,5000,18.9,0,0.22,N,8,39445.482
5,4,31,636000,RENT,2,FURNITURE,B,17500,18.9,0,0.03,N,10,5357.606
2,2,33,33852,RENT,4,ELECTRONICS,B,17000,18.9,1,0.5,N,9,7821.056
9,2,30,40000,RENT,8,FURNITURE,B,16000,18.9,1,0.4,N,8,183644.086
6,4,30,28800,RENT,9,MEDICAL,B,2000,18.9,0,0.07,N,10,186772.453
9,4,27,31200,MORTGAGE,3,PERSONAL,B,3600,18.9,0,0.12,N,7,62948.768
5,3,27,38500,RENT,1,HEALTHANDBEAUTY,B,3000,18.9,0,0.08,N,10,156246.925
8,2,35,52000,RENT,2,MEDICAL,B,3000,18.9,0,0.06,N,6,128941.659
8,5,30,43000,RENT,2,MEDICAL,B,3200,18.9,0,0.07,N,9,17954.175
7,3,35,110000,RENT,1,PERSONAL,B,3200,18.9,0,0.03,N,9,90178.681
1,5,27,36996,MORTGAGE,4,FURNITURE,B,8800,18.9,0,0.24,N,6,129804.585
2,4,28,37584,OWN,2,MEDICAL,B,20000,18.9,0,0.53,N,5,26400.681
6,5,31,17000,RENT,3,HEALTHANDBEAUTY,B,4575,18.9,1,0.27,N,7,102287.157
5,5,30,38400,RENT,2,PERSONAL,B,9800,18.9,0,0.26,N,5,190692.975
8,1,28,42200,MORTGAGE,5,HEALTHANDBEAUTY,B,13200,18.9,0,0.31,N,8,166527.132
9,2,29,28000,RENT,9,HEALTHANDBEAUTY,B,8400,18.9,0,0.3,N,6,164248.33
9,2,28,46000,MORTGAGE,2,PERSONAL,B,4000,18.9,0,0.09,N,5,34873.362
3,3,31,56400,RENT,1,HEALTHANDBEAUTY,B,7500,18.9,0,0.13,N,10,39365.567
2,4,29,57300,OWN,13,MEDICAL,B,12000,18.9,0,0.21,N,8,157050.132
2,2,27,60000,MORTGAGE,3,PERSONAL,B,6000,18.9,0,0.1,N,8,44408.189
1,5,31,60380,MORTGAGE,10,PERSONAL,B,6000,18.9,0,0.1,N,10,113800.826
9,3,33,62000,RENT,4,HEALTHANDBEAUTY,B,8000,18.9,0,0.13,N,7,76847.898
3,2,29,63000,MORTGAGE,6,HOMEIMPROVEMENT,B,25000,18.9,0,0.4,N,8,65308.768
2,2,27,32000,RENT,4,MEDICAL,B,9000,18.9,1,0.28,N,8,5533.938
5,3,31,34000,RENT,1,PERSONAL,B,9000,18.9,0,0.26,N,5,126542.246
8,4,30,28000,RENT,0,MEDICAL,B,9250,18.9,1,0.33,N,9,120223.037
3,1,29,58327,RENT,4,HEALTHANDBEAUTY,B,9600,18.9,0,0.16,N,5,168583.731
8,4,30,48500,RENT,0,MEDICAL,B,4200,18.9,0,0.09,N,7,175334.053
3,3,29,45204,RENT,8,MEDICAL,B,4000,18.9,0,0.09,N,7,187450.944
5,2,30,75000,MORTGAGE,4,HEALTHANDBEAUTY,B,15000,18.9,0,0.2,N,7,60381.59
5,3,28,75000,MORTGAGE,3,HOMEIMPROVEMENT,B,6000,18.9,0,0.08,N,8,197084.175
4,4,29,75000,MORTGAGE,9,FURNITURE,B,10000,18.9,0,0.13,N,10,170108.697
8,2,27,92000,MORTGAGE,11,ELECTRONICS,B,18000,18.9,0,0.2,N,7,145269.813
2,1,29,55000,RENT,3,ELECTRONICS,B,14000,18.9,0,0.25,N,7,109142.85
7,5,28,100000,MORTGAGE,6,MEDICAL,B,24000,18.9,0,0.24,N,9,94231.193
4,2,28,100000,MORTGAGE,4,HEALTHANDBEAUTY,B,20000,18.9,0,0.2,N,5,33797.956
2,1,27,105000,MORTGAGE,5,ELECTRONICS,B,20000,18.9,0,0.19,N,6,67634.371
8,5,34,50000,RENT,5,HOMEIMPROVEMENT,B,2000,18.9,0,0.04,N,5,54974.86
5,4,32,110000,MORTGAGE,0,HEALTHANDBEAUTY,B,23000,18.9,0,0.21,N,9,129720.025
3,1,32,110000,OWN,16,ELECTRONICS,B,9000,18.9,0,0.08,N,10,194860.864
7,3,27,41000,RENT,0,MEDICAL,B,15000,18.9,1,0.37,N,8,143406.808
7,1,27,44000,RENT,2,MEDICAL,B,15000,18.9,1,0.34,N,5,48032.914
2,1,34,45600,RENT,6,FURNITURE,B,15000,18.9,1,0.33,N,9,37477.832
9,2,29,68000,RENT,4,ELECTRONICS,B,1600,18.9,0,0.02,N,10,12152.428
5,4,30,10800,RENT,1,PERSONAL,B,1500,18.9,1,0.14,N,9,37229.762
1,2,34,18000,RENT,0,MEDICAL,B,1500,18.9,1,0.08,N,6,35651.532
9,2,31,125000,MORTGAGE,4,HEALTHANDBEAUTY,B,12500,18.9,0,0.1,N,10,100635.19
8,2,29,142000,OWN,14,ELECTRONICS,B,24250,18.9,0,0.17,N,7,23965.117
4,4,28,80000,RENT,2,FURNITURE,B,15000,18.9,0,0.19,N,5,70070.415
9,5,33,150000,OWN,17,PERSONAL,B,20000,18.9,0,0.13,N,7,80603.179
7,1,32,250000,MORTGAGE,7,ELECTRONICS,B,20000,18.9,0,0.08,N,10,41842.191
5,4,35,52000,RENT,2,MEDICAL,B,3000,18.9,0,0.06,N,7,22890.633
2,5,27,38500,RENT,1,FURNITURE,B,3000,18.9,0,0.08,N,8,128140.326
9,4,31,56400,RENT,1,HEALTHANDBEAUTY,B,7500,18.9,0,0.13,N,6,115716.673
8,2,33,62000,RENT,4,ELECTRONICS,B,8000,18.9,0,0.13,N,5,97922.902
7,2,27,60000,MORTGAGE,3,PERSONAL,B,6000,18.9,0,0.1,N,10,115488.02
3,5,27,70000,RENT,4,PERSONAL,B,20000,18.9,0,0.29,N,8,54646.478
1,5,34,18000,RENT,0,FURNITURE,B,1500,18.9,1,0.08,N,8,50253.398
9,3,27,92000,MORTGAGE,11,ELECTRONICS,B,18000,18.9,0,0.2,N,8,99868.533
3,4,29,142000,OWN,14,PERSONAL,B,24250,18.9,0,0.17,N,8,57904.392
7,5,38,200000,MORTGAGE,0,PERSONAL,B,20000,18.9,0,0.1,N,15,187353.318
4,4,36,192000,FAMILY,11,HEALTHANDBEAUTY,B,20000,18.9,0,0.1,N,17,9951.417
4,3,36,23004,OWN,0,HEALTHANDBEAUTY,B,12000,18.9,0,0.52,N,11,191036.441
9,2,40,85000,RENT,5,HOMEIMPROVEMENT,B,18000,18.9,0,0.21,N,13,162839.979
9,4,40,63000,RENT,2,HOMEIMPROVEMENT,B,13050,18.9,0,0.21,N,15,43730.159
8,1,39,360000,RENT,1,PERSONAL,B,3000,18.9,0,0.01,N,12,79552.153
2,4,44,36000,MORTGAGE,0,HEALTHANDBEAUTY,B,1000,18.9,0,0.03,N,15,56391.138
2,2,40,61500,RENT,3,PERSONAL,B,8000,18.9,0,0.13,N,17,117405.088
2,4,36,20000,RENT,0,PERSONAL,B,5075,18.9,1,0.25,N,11,16719.403
7,4,37,40000,OWN,1,HEALTHANDBEAUTY,B,15000,18.9,0,0.38,N,14,15264.711
4,4,36,74000,MORTGAGE,4,ELECTRONICS,B,10250,18.9,1,0.14,N,15,143880.828
8,4,41,56004,RENT,4,ELECTRONICS,B,12800,18.9,0,0.23,N,15,136403.392
4,4,38,55000,RENT,2,HOMEIMPROVEMENT,B,14000,18.9,0,0.25,N,16,45507.376
1,4,36,140000,OWN,13,HEALTHANDBEAUTY,B,20800,18.9,0,0.15,N,11,162353.67
3,4,38,200000,MORTGAGE,0,MEDICAL,B,20000,18.9,0,0.1,N,11,54414.362
6,5,41,56004,RENT,4,HEALTHANDBEAUTY,B,12800,18.9,0,0.23,N,12,145055.442
5,3,38,55000,RENT,2,PERSONAL,B,14000,18.9,0,0.25,N,14,13920.32
8,2,36,180000,FAMILY,11,PERSONAL,B,20000,18.9,1,0.11,N,15,174216.954
6,5,37,40000,OWN,1,HOMEIMPROVEMENT,B,15000,18.9,0,0.38,N,17,50419.127
8,2,55,39000,RENT,2,HOMEIMPROVEMENT,B,13000,18.9,1,0.33,N,27,91798.15
9,3,65,120000,MORTGAGE,0,PERSONAL,B,12000,18.9,0,0.1,N,21,194745.393
1,1,56,150000,MORTGAGE,5,PERSONAL,B,15000,18.9,0,0.1,N,28,107985.102
8,4,56,150000,MORTGAGE,5,PERSONAL,B,15000,18.9,0,0.1,N,26,141311.319
3,4,26,226000,MORTGAGE,4,HOMEIMPROVEMENT,B,20000,18.9,0,0.09,N,4,122638.72
6,4,24,183000,MORTGAGE,2,MEDICAL,B,20000,18.9,0,0.11,N,3,118555.963
3,4,23,130000,RENT,7,HEALTHANDBEAUTY,B,25000,18.9,0,0.19,N,4,31327.731
7,2,22,18000,OWN,,HEALTHANDBEAUTY,B,2000,18.9,0,0.11,N,3,138799.401
6,2,24,130000,RENT,7,FURNITURE,B,24000,18.9,0,0.18,N,3,185109.026
8,1,21,20400,OWN,5,MEDICAL,B,2400,18.9,0,0.12,N,4,156995.867
9,3,23,65000,RENT,7,HEALTHANDBEAUTY,B,20000,18.9,1,0.31,N,3,28266.095
5,1,22,21000,MORTGAGE,4,FURNITURE,B,3000,18.9,0,0.14,N,3,141710.523
8,4,23,90000,RENT,2,MEDICAL,B,20000,18.9,0,0.22,N,4,124725.935
5,1,26,90000,RENT,10,MEDICAL,B,20000,18.9,0,0.22,N,3,98293.384
1,4,24,16800,RENT,,HEALTHANDBEAUTY,B,1000,18.9,0,0.06,N,3,84475.008
5,3,24,35004,RENT,3,PERSONAL,B,18250,18.9,1,0.52,N,4,30470.539
6,3,22,65000,RENT,6,FURNITURE,B,17700,18.9,0,0.27,N,2,160994.371
5,5,26,95000,RENT,10,ELECTRONICS,B,17000,18.9,0,0.18,N,3,8305.956
3,5,25,43000,RENT,3,HEALTHANDBEAUTY,B,16000,18.9,1,0.37,N,2,19210.218
2,2,25,23712,RENT,9,MEDICAL,B,1000,18.9,0,0.04,N,2,48705.585
2,5,22,26400,MORTGAGE,2,FURNITURE,B,4400,18.9,0,0.17,N,4,144905.339
4,3,22,56000,RENT,6,ELECTRONICS,B,1000,18.9,0,0.02,N,2,54256.246
7,4,24,36000,RENT,5,ELECTRONICS,B,1200,18.9,0,0.03,N,2,133920.379
7,5,26,35652,RENT,5,FURNITURE,B,1400,18.9,1,0.04,N,4,98817.784
1,4,23,48000,RENT,4,PERSONAL,B,1800,18.9,0,0.04,N,4,60190.942
5,2,26,30000,RENT,9,HEALTHANDBEAUTY,B,2000,18.9,0,0.07,N,3,21207.428
9,1,26,32000,RENT,5,FURNITURE,B,2000,18.9,0,0.06,N,3,149893.231
3,2,22,30000,MORTGAGE,6,HEALTHANDBEAUTY,B,3000,18.9,0,0.1,N,2,151821.74
8,2,25,80000,RENT,9,HEALTHANDBEAUTY,B,2000,18.9,0,0.03,N,3,16409.082
8,3,25,28000,RENT,8,ELECTRONICS,B,2400,18.9,0,0.09,N,3,186056.004
4,1,25,60000,RENT,6,HEALTHANDBEAUTY,B,2400,18.9,0,0.04,N,3,29145.237
5,4,23,42000,RENT,0,ELECTRONICS,B,2500,18.9,0,0.06,N,2,63451.34
1,3,25,32000,MORTGAGE,3,FURNITURE,B,6250,18.9,0,0.2,N,3,91558.519
6,2,23,24000,RENT,2,MEDICAL,B,2800,18.9,1,0.12,N,4,156843.023
4,3,26,33000,RENT,2,MEDICAL,B,3000,18.9,1,0.09,N,3,155029.461
2,2,23,43949,RENT,7,MEDICAL,B,3000,18.9,0,0.07,N,3,131589.578
8,5,24,56000,RENT,8,HEALTHANDBEAUTY,B,12000,18.9,0,0.21,N,2,31605.357
1,1,22,58000,RENT,6,HEALTHANDBEAUTY,B,12000,18.9,0,0.21,N,4,23173.076
5,5,24,52000,RENT,8,FURNITURE,B,3000,18.9,0,0.06,N,4,44694.403
9,2,26,34800,MORTGAGE,4,MEDICAL,B,5975,18.9,0,0.17,N,4,29214.696
7,4,22,35000,MORTGAGE,7,PERSONAL,B,3500,18.9,0,0.1,N,3,169097.99
4,4,25,17436,RENT,,HEALTHANDBEAUTY,B,3025,18.9,1,0.17,N,2,1800.964
1,3,21,12000,RENT,,HEALTHANDBEAUTY,B,3200,18.9,1,0.27,N,2,41534.406
9,5,23,31000,RENT,3,ELECTRONICS,B,3200,18.9,0,0.1,N,4,17150.141
7,1,25,37000,RENT,2,HEALTHANDBEAUTY,B,3325,18.9,0,0.09,N,3,169445.625
9,2,23,30000,RENT,,MEDICAL,B,3500,18.9,1,0.12,N,2,39039.419
9,4,23,36000,MORTGAGE,7,ELECTRONICS,B,2000,18.9,0,0.06,N,2,39698.859
9,5,23,36000,MORTGAGE,7,FURNITURE,B,6400,18.9,0,0.18,N,3,139244.674
9,4,23,94000,RENT,7,MEDICAL,B,3500,18.9,0,0.04,N,3,36569.326
2,3,21,42000,RENT,0,FURNITURE,B,10400,18.9,0,0.25,N,4,186146.902
6,3,23,45000,RENT,3,ELECTRONICS,B,3600,18.9,0,0.08,N,3,112475.13
8,1,23,65000,RENT,2,FURNITURE,B,3600,18.9,0,0.06,N,2,194875.774
6,1,22,18000,RENT,6,MEDICAL,B,4000,18.9,1,0.22,N,4,100702.544
5,5,22,38400,MORTGAGE,,ELECTRONICS,B,5000,18.9,0,0.13,N,2,158518.825
1,5,22,30000,RENT,3,PERSONAL,B,4000,18.9,0,0.13,N,3,19137.306
5,4,25,32000,RENT,1,MEDICAL,B,4000,18.9,0,0.13,N,4,78137.198
7,3,23,34500,RENT,3,FURNITURE,B,4000,18.9,0,0.12,N,4,49754.106
9,3,22,40000,RENT,2,PERSONAL,B,4000,18.9,0,0.1,N,4,146177.98
8,3,21,63000,RENT,0,ELECTRONICS,B,4000,18.9,0,0.06,N,3,157604.447
7,2,25,75000,RENT,4,PERSONAL,B,4000,18.9,0,0.05,N,2,176230.89
7,3,23,95000,RENT,7,ELECTRONICS,B,4000,18.9,0,0.04,N,3,10299.205
4,1,22,19200,RENT,6,PERSONAL,B,4400,18.9,1,0.23,N,2,100033.289
5,3,24,33600,RENT,5,PERSONAL,B,4450,18.9,0,0.13,N,4,184985.32
9,5,22,40000,MORTGAGE,3,FURNITURE,B,7500,18.9,0,0.19,N,3,195905.409
9,1,22,24000,RENT,0,ELECTRONICS,B,4500,18.9,0,0.19,N,2,141553.777
9,2,22,42000,RENT,2,FURNITURE,B,4500,18.9,0,0.11,N,4,107652.36
6,5,22,20400,RENT,1,FURNITURE,B,4750,18.9,0,0.23,N,2,138701.219
